0.01,2420
0.02,2394
0.03,2368
0.04,2330
0.05,2294
0.06,2262
0.07,2250
0.08,2218
0.09,2
0.1,2140
0.11,2108
0.12,2062
0.13,2044
0.14,1994
0.15,1966
0.16,1878
0.17,1816
0.18,1900
0.19,1782
0.2,2
0.21,1734
0.22,1688
0.23,1630
0.24,1490
0.25,2
0.26,1522
0.27,1180
0.28,1484
0.29,1342
0.3,2
0.31,1212
0.32,1094
0.33,1096
0.34,1150
0.35,878
0.36,2
0.37,14
0.38,1028
0.39,2
0.4,90
0.41,552
0.42,4
0.43,20
0.44,36
0.45,18
0.46,2
0.47,20
0.48,4
0.49,2
