0.01,98
0.02,98
0.03,98
0.04,98
0.05,98
0.06,98
0.07,98
0.08,98
0.09,100
0.1,102
0.11,98
0.12,98
0.13,111
0.14,102
0.15,102
0.16,101
0.17,108
0.18,100
0.19,107
0.2,105
0.21,105
0.22,98
0.23,100
0.24,110
0.25,723
0.26,2500
0.27,127
0.28,128
0.29,127
0.3,2500
0.31,147
0.32,2500
0.33,2500
0.34,176
0.35,2500
0.36,2500
0.37,2500
0.38,2500
0.39,2500
0.4,2500
0.41,2500
0.42,2500
0.43,2500
0.44,2500
0.45,2500
0.46,2500
0.47,2500
0.48,2500
0.49,2500
